Clade (upper)|Clade|Order|Family|Taxonomic status|Accepted name|Accepted author|Genome size|Sexual system|Method for the primary characterisation of sex determining system|Miscellaneous genomic information|Source gen contents|Chromosome number|Ploidy level|Sex determination mechanism|Sex chromosomes MALE|Sex chromosomes FEMALE|Heteromorphic/homomorphic sex chromosomes|Source|species
Angiosperms|Eudicots|Cucurbitales|Cucurbitaceae|Unresolved||||Dioecy||||22.0|2x|Male heterogamety|XY|XX||Ming et al 2011|trichosanthes_multiloba
Angiosperms|Eudicots|Cucurbitales|Cucurbitaceae|Synonym|Trichosanthes pilosa|Lour.||Dioecy||||22.0|2x|Male heterogamety|XY|XX|Heteromorphic|Ming et al 2011|trichosanthes_ovigera
Angiosperms|Eudicots|Malpighiales|Phyllanthaceae|Accepted|Uapaca kirkiana|Müll.Arg.||Dioecy|AFLP based SCAR marker|||26.0||Female heterogamety|ZZ|ZW|Homomorphic?|Mwase et al 2007|uapaca_kirkiana
Green algae|Clorophyta|Ulvales|Ulvaceae|||||Dioicy|Sequencing of the non-recombining region|Genomic next-generation sequencing data for mt− and mt+ strains identified highly rearranged MT loci of 1.0 and 1.5 Mb in size and containing 46 and 67 genes, respectively, including 23 gametologs.|Yamazaki et al 2017|||U/V|V|U|Homomorphic?|Yamazaki et al 2017|ulva_partita
Angiosperms|Eudicots|Brassicales|Caricaceae|Synonym|Vasconcellea pubescens|A.D.C.||Dioecy|Based on the study of the homologs of six papaya sex‐linked genes|||18.0|2x|Male heterogamety|XY|XX|Homomorphic|Wu et al 2010|vasconcellea_cundinammarcensis
Angiosperms|Eudicots|Brassicales|Caricaceae|Accepted|Vasconcellea goudotiana|Triana & Planch.||Dioecy|Based on the study of the homologs of six papaya sex‐linked genes|||18.0|2x|Male heterogamety|XY|XX|Homomorphic|Wu et al 2010|vasconcellea_geudotinana
Angiosperms|Eudicots|Brassicales|Caricaceae|Accepted|Vasconcellea parviflora|A. DC.||Dioecy|Cytogenetic analysis in mitosis and meiosis|More heterochromatin has accumulated in the V. parviflora MSY. The non-recombining region is visible as a loop in pachytene chromosomes.|Iovene et al 2015|18.0|2x|Male heterogamety|XY|XX|Homomorphic|Iovene et al 2015|vasconcellea_parviflora
Angiosperms|Eudicots|Brassicales|Caricaceae|Synonym|Carica pulchra|V.M.Badillo||Dioecy|Based on the study of the homologs of six papaya sex‐linked genes|||18.0|2x|Male heterogamety|XY|XX|Homomorphic|Wu et al 2010|vasconcellea_pulchera
Angiosperms|Eudicots|Santalales|Loranthaceae|Accepted|Viscum album|L.||Dioecy|Cytogenetic analysis in mitosis and meiosis|Sex chromosomes pair as bivalents in females but their form rings in males (because of reciprocal translocations); males are complex heterozygotes; the chromosomal ring consisting not from 10 but from 12 sex chromosomes occurs rarely|Barlow 1981|20.0|2x|Male heterogamety|X1 X2 X3 X4 X5 Y1 Y2 Y3 Y4 Y5|X1 X1 X2 X2 X3 X3 X4 X4 X5 X5|Homomorphic|Barlow 1981|viscum_album
Angiosperms|Eudicots|Santalales|Loranthaceae|Accepted|Viscum cruciatum|Sieber ex Boiss.||Dioecy|Cytogenetic analysis in mitosis and meiosis|Sex chromosomes pair as bivalents in females but their form rings in males (because of reciprocal translocations); males are complex heterozygotes; the chromosomal ring consisting not from 10 but from 12 sex chromosomes occurs rarely (similarly to V. album)|Aparicio 1992|20|2x|Male heterogamety|X1 X2 X3 X4 X5 Y1 Y2 Y3 Y4 Y5|X1 X1 X2 X2 X3 X3 X4 X4 X5 X5|Homomorphic|Aparicio 1993|viscum_cruciatum
Angiosperms|Eudicots|Santalales|Loranthaceae|Accepted|Viscum fischeri|Engl.||Dioecy|Cytogenetic analysis in mitosis and meiosis|Sex chromosomes pair as bivalents in females but their form rings in males (because of reciprocal translocations); males are complex heterozygotes|Barlow and Wiens 1979|22/23|2x|Male heterogamety|X1 X2 X3 X4 Y1 Y2 Y3 Y4 Y5|X1 X1 X2 X2 X3 X3 X4 X4|Homomorphic|Barlow and Wiens 1979|viscum_fischeri
Angiosperms|Eudicots|Vitales|Vitaceae|Accepted|Vitis cinerea|(Engelm.) Engelm. ex Millardet||Dioecy|Fine genetic mapping (SSR markers), sequencing of the male sex linked region via corresponging BAC detection and sequencing|Mapping based on the interspecific cross Vitis vinifera ssp vinifera (hermaphroditic; cv. V3125 (‘Schiava Grossa’ × ‘Riesling’) × hybrid (Vitis riparia x Vitis cinerea)cv. ‘Börner’ (male). Sex determining region is located on chromosome 2 and about 154.8kb long containing genes Sp/sp (control pollen development) and So/so (control carpel development). Trehalose phosphatase, exostosin and WRKY transcription factor in male alleles. Several genes related with flower sex formation are located in the region one, one is adenine phosphoribosyltransferase (APTs are known to also metabolize the plant hormone cytokinin). High resolution genetic map of the 143kb sex region on chromosome 2, female-sex marker in the APT sequence.|Fechter et al 2012|38|2x|Male heterogamety|XY|XX|Homomorphic|Fechter et al 2012|vitis_cinerea
Angiosperms|Eudicots|Vitales|Vitaceae|Unresolved||||Dioecy|Genetic mapping (SSR markers)|genetic mapping of the sex determining region based on the interspecific cross (Vitis vinifera CabernetSauvignon x Vitis riparia Gloire de Montpellier).|Marguerit et al2009|38|2x|Male heterogamety|XY|XX|Homomorphic|Marguerit et al 2009|vitis_riparia
Angiosperms|Eudicots|Vitales|Vitaceae|Accepted|Vitis vinifera|L.||Dioecy|Sex ratios in the interspecific crosses involving androhermaphrodites, males and females|VviFSEX - detected in petals, stamens and carpel primordia of all flower types, function unclear; female plants display a single allele for this gene, while male and hermaphrodites display two. VviAPRT3 - specific expressin in the carpel primordial of male plants suggests a possible role in the abortion of pistil structures. Marker for male plants.|Coito et al 2017|38|2x|Male heterogamety|XY|XX|Homomorphic|Negi and Olmo 1971|vitis_vinifera
Angiosperms|Eudicots|Vitales|Vitaceae|Accepted|Vitis vinifera|L.||Dioecy|Sex ratios in the interspecific crosses involving androhermaphrodites, males and females|It can be deduced that YY plants are viable|Negi and Olmo 1971|38|2x|Male heterogamety|XY|XX|Homomorphic|Negi and Olmo 1971|vitis_vinifera
Green algae|Clorophyta|Chlamydomonadales|Volvocaceae|||||Dioicy|RNAseq|||||U/V|V|U||Ferris et al 2010|volvox_carteri
Red algeae|Rhodophyta|Ceramiales|Wrangeliaceae|Accepted|Wrangelia argus|Mont.||Dioicy|Cytogenetic analysis in meiosis|||||U/V|V1 V2|U1 U2|Heteromorphic?|Rao 1971 cited by Chah et al 2004|wrangelia_argus
