Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Umbilicaria deusta","Lichen","Breeding system +  Genetic diversity assessment","Isozyme/Allozyme","North American","Hageman, C and Fahselt, D","1990","Enzyme electromorph variation in the lichen family Umbilicariaceae: Within-stand polymorphism in umbilicate lichens of eastern Canada","Canadian Journal of Botany","68: 2636-2643","Empirical paper","","","","This is the first intensive study in which many populations of several lichen species were examined using isoelectric focusing and specific straining to investigate levels of enzyme variability. Enzyme profiles were produced for 48 stands representing the following eastern Canadian species of umbilicate lichens, three of which were mainly apotheciate and three of which were sterile: Lasallia papulosa, Umbilicaria deusta, U. hirsuta, U. mammulata, U. muhlenbergii, and U. vellea. Interthalline variation in electromorph patterns were evident within all 48 stands examined, both sexual and sterile, and levels of variability were generally no higher when apothecia were present. In attempting to characterize any taxon electrophoretically it is thus critical to understand the nature of this variability. Phenomena such as somatic mutations or fusions may contribute to the maintenance of genetic variation in those lichens that have lost the ability to produce meiospores."
"Umbilicaria deusta","Lichen","Genetic diversity assessment +  Phylogeography","Nuclear sequences","Antarctic","Romeike, J, Friedl, T, et al.","2002","Genetic diversity of algal and fungal partners in four species of Umbilicaria (Lichenized ascomycetes) along a transect of the Antarctic peninsula","Molecular Biology and Evolution","19: 1209-1217","Empirical paper","","","","Lichens from the genus Umbilicaria were collected across a 5,000-km transect through Antarctica and investigated for DNA sequence polymorphism in a region of 480-660 bp of the nuclear internal transcribed spacer region of ribosomal DNA. Sequences from both fungal (16 ascomycetes) and photosynthetic partners (22 chlorophytes from the genus Trebouxia) were determined and compared with homologs from lichens inhabiting more temperate, continental climates. The phylogenetic analyses reveal that Antarctic lichens have colonized their current habitats both through multiple independent colonization events from temperate embarkation zones and through recent long-range dispersal in the Antarctic of successful preexisting colonizers. Furthermore, the results suggest that relichenization-de novo establishment of the fungus-photosynthesizer symbiosis from nonlichenized algal and fungal cells-has occurred during the process of Antarctic lichen dispersal. Independent dispersal of algal and fungal cultures therefore can lead to a successful establishment of the lichen symbiosis even under harsh Antarctic conditions."
"Umbilicaria deusta","Lichen","Breeding system +  Genetic diversity assessment","Isozyme/Allozyme","","Fahselt, D","1995","Lichen sexuality from the perspective of multiple enzyme forms","Cryptogamic Botany","5: 137-143","Summary paper","","","","The object of this paper was to summarize data concerning the relative levels of enzyme polymorphism in apotheciate and sterile lichens and, thereby, to provide insight into the importance of sexual reproduction. It was assumed that genetic variation within populations would be reflected in electrophoretic banding patterns of isozymes and, further, that participation of ascospores in initiating new thalli would contribute to populational variability. Comparisons of unrelated species indicated that the level of variability in an apotheciate lichen is not necessarily higher than that in a non-apotheciate species. However, in cases where comparisons were made between different stands of the same species or among related species within a limited geographic area, sexual forms usually appeared to be more polymorphic than those that were sterile. The degree to which variation in fertile stands exceeded that in stands of related sterile lichens may be attributable to meiotic reassortment in the course of ascosporogensis. However, much of the variability in both apotheciate and asexual lichens probably originates through some other mechanism."
"Umbilicaria hirsuta","Lichen","Genetic diversity assessment +  Phylogeography","Nuclear sequences","Antarctic","Romeike, J, Friedl, T, et al.","2002","Genetic diversity of algal and fungal partners in four species of Umbilicaria (Lichenized ascomycetes) along a transect of the Antarctic peninsula","Molecular Biology and Evolution","19: 1209-1217","Empirical paper","","","","Lichens from the genus Umbilicaria were collected across a 5,000-km transect through Antarctica and investigated for DNA sequence polymorphism in a region of 480-660 bp of the nuclear internal transcribed spacer region of ribosomal DNA. Sequences from both fungal (16 ascomycetes) and photosynthetic partners (22 chlorophytes from the genus Trebouxia) were determined and compared with homologs from lichens inhabiting more temperate, continental climates. The phylogenetic analyses reveal that Antarctic lichens have colonized their current habitats both through multiple independent colonization events from temperate embarkation zones and through recent long-range dispersal in the Antarctic of successful preexisting colonizers. Furthermore, the results suggest that relichenization-de novo establishment of the fungus-photosynthesizer symbiosis from nonlichenized algal and fungal cells-has occurred during the process of Antarctic lichen dispersal. Independent dispersal of algal and fungal cultures therefore can lead to a successful establishment of the lichen symbiosis even under harsh Antarctic conditions."
"Umbilicaria hirsuta","Lichen","Breeding system +  Genetic diversity assessment","Isozyme/Allozyme","","Fahselt, D","1995","Lichen sexuality from the perspective of multiple enzyme forms","Cryptogamic Botany","5: 137-143","Summary paper","","","","The object of this paper was to summarize data concerning the relative levels of enzyme polymorphism in apotheciate and sterile lichens and, thereby, to provide insight into the importance of sexual reproduction. It was assumed that genetic variation within populations would be reflected in electrophoretic banding patterns of isozymes and, further, that participation of ascospores in initiating new thalli would contribute to populational variability. Comparisons of unrelated species indicated that the level of variability in an apotheciate lichen is not necessarily higher than that in a non-apotheciate species. However, in cases where comparisons were made between different stands of the same species or among related species within a limited geographic area, sexual forms usually appeared to be more polymorphic than those that were sterile. The degree to which variation in fertile stands exceeded that in stands of related sterile lichens may be attributable to meiotic reassortment in the course of ascosporogensis. However, much of the variability in both apotheciate and asexual lichens probably originates through some other mechanism."
"Usnea filipendula","Lichen","Genetic diversity assessment","RAPD","European","Heibel, E,  Lumbsch, HT and Schmitt, I.","1999","Genetic variation of Usnea filipendula (Parmeliaceae) populations in western Germany investigated by RAPDs suggests reinvasion from various sources","American Journal of Botany","86: 753-757","Empirical paper","","","","Random amplified polymorphic DNA (RAPD) markers were characterized for 25 specimens of Usnea filipendula to evaluate the genetic diversity of populations reinvading formerly uninhabited regions in Northrhine-Westphalia due to decreasing sulfur dioxide levels. With six 10-mer randomly amplified polymorphic DNA (RAPD) primers, a 66 character by 25 specimens matrix was generated. Phenetic analysis (UPGMA) showed no obvious groupings. The reinvading populations are distributed over the phenogram and are not genetically closely related. The results suggest that the reinvading populations of this usually sterile species are derived from different sources and do not consist of a particular clone capable of re-entering the area"
"Usnea spp.","Lichen","DNA barcoding","Nuclear sequences","Country: Widespread","Kelly LJ, Hollingsworth PM, Coppins BJ, Ellis CJ, Harrold P, Tosh J, Yahr R","2011","DNA barcoding of lichenized fungi demonstrates high identification success in a floristic context","New Phytologist ","191: 288-300","Empirical paper","","","","Efforts are currently underway to establish a standard DNA barcode region for fungi; we tested the utility of the internal transcribed spacer (ITS) of nuclear ribosomal DNA for DNA barcoding in lichen-forming fungi by sampling diverse species across eight orders. Amplification of the ITS region (ITS1-5.8S-ITS2) was conducted for 351 samples, encompassing 107, 55 and 28 species, genera and families, respectively, of lichenized fungi. We assessed the ability of the entire ITS vs the ITS2 alone to discriminate between species in a taxonomic dataset (members of the genus Usnea) and a floristic dataset. In the floristic dataset, 96.3% of sequenced samples could be assigned to the correct species using ITS or ITS2; a barcode gap for ITS is present in 92.1% of species. Although fewer species have a barcode gap in the taxonomic dataset (73.3% with ITS and 68.8% with ITS2), up to 94.1% of samples were assigned to the correct species using BLAST. While discrimination between the most closely related species will remain challenging, our results demonstrate the potential to identify a high percentage of specimens to the correct species, and the remainder to the correct genus, when using DNA barcoding in a floristic context."
"Usnea subfloridana","Lichen","Breeding system +  Genetic diversity assessment","Isozyme/Allozyme","","Fahselt, D","1995","Lichen sexuality from the perspective of multiple enzyme forms","Cryptogamic Botany","5: 137-143","Summary paper","","","","The object of this paper was to summarize data concerning the relative levels of enzyme polymorphism in apotheciate and sterile lichens and, thereby, to provide insight into the importance of sexual reproduction. It was assumed that genetic variation within populations would be reflected in electrophoretic banding patterns of isozymes and, further, that participation of ascospores in initiating new thalli would contribute to populational variability. Comparisons of unrelated species indicated that the level of variability in an apotheciate lichen is not necessarily higher than that in a non-apotheciate species. However, in cases where comparisons were made between different stands of the same species or among related species within a limited geographic area, sexual forms usually appeared to be more polymorphic than those that were sterile. The degree to which variation in fertile stands exceeded that in stands of related sterile lichens may be attributable to meiotic reassortment in the course of ascosporogensis. However, much of the variability in both apotheciate and asexual lichens probably originates through some other mechanism."
"Usnea subfloridana","Lichen","Marker development","","European","Torra, Tiiu, Cornejo, Carolina, Cheenacharoen, Saran, Dal Grande, Francesco, Marmor, Liis, Scheidegger, Christoph","2014","CHARACTERIZATION OF FUNGUS-SPECIFIC MICROSATELLITE MARKERS IN THE LICHEN FUNGUS USNEA SUBFLORIDANA (PARMELIACEAE)","Applications In Plant Sciences","2","Empirical paper","","","","Premise of the study: Microsatellite loci were developed for the haploid lichenized fungal species Usnea subfloridana to study its population subdivision and the species' response to forest disturbance, fragmentation, and environmental pollution. Methods and Results: We developed 14 polymorphic microsatellite markers using 454 pyrosequencing data of U. subfloridana. The number of alleles per locus ranged from three to 15, and Nei's unbiased gene diversity averaged over nine markers without null alleles ranged from 0.64 to 0.67. Evaluation of the cross-species amplification in U. glabrescens and U. wasmuthii indicates that these markers are also informative in other Usnea species. Conclusions: These markers will allow us to investigate the effects of forest management and environmental pollution on genetic population structure of U. subfloridana and closely related species. Moreover, they will help facilitate phylogeographic studies of U. subfloridana across the species' distribution area in Europe."
"Usnea subfloridana","Lichen","Gene flow +  Genetic diversity assessment","","European","Degtjarenko, P, Torra, T, Mandel, T, Marmor, L, Saag, A, Scheidegger, C, Randlane, T","2018","Unconstrained gene flow between populations of a widespread epiphytic lichen Usnea subfloridana (Parmeliaceae, Ascomycota) in Estonia","Fungal Biology","122:731-737","Empirical paper","","","","Few studies have investigated the genetic diversity of populations of common and widespread lichenized fungi using microsatellite markers, especially the relationships between different measures of genetic diversity and environmental heterogeneity. The main aim of our study was to investigate the population genetics of a widespread and mainly clonally reproducing Usnea subfloridana at the landscape scale, focusing on the comparison of lichen populations within hemiboreal forest stands. Particular attention has been paid to the genetic differentiation of lichen populations in two geographically distinct regions in Estonia and the relationships between forest characteristics and measures of genetic diversity. We genotyped 578 Usnea thalli from eleven lichen populations using seven specific fungal microsatellite markers. Measures of genetic diversity (allelic richness, Shannon's information index, Nei's unbiased genetic diversity, clonal diversity, the number of multilocus genotypes, the number of private alleles, and the minimum number of colonization events) were calculated and compared between Usnea populations. Shared haplotypes, gene flow and AMOVA analyses suggest that unconstrained gene flow and exchange of multilocus genotypes exist between the two geographically remote regions in Estonia. Stand age, mean circumference of the host tree, size of forest site and tree species composition did not show any significant influence on allelic richness, Shannon's information index, Nei's unbiased genetic diversity, clonal diversity, the number of private alleles, and the minimum number of colonization events of U. subfloridana populations. Therefore it was concluded that other factors of habitat heterogeneity could probably have a more significant effect on population genetics of U. subfloridana populations. "
"Xanthoria calcicola","Lichen","Breeding system +  Genetic diversity assessment","RAPD","","Honegger, R, Zippler, U, et al.","2004","Mating systems in the genus Xanthoria, (lichen-forming ascomycetes)","Mycological Research","108: 480-488","Empirical paper","","","","Genetic variability among sterile Cultured single ascospore isolates of Xanthoria parietina, X. calcicola, X. ectaneoides, X. capensis, X. polycarpa and X. resendei was investigated with RAPD-PCR. If available five out of eight ascospores per ascus were analysed. In some samples multispore and mycelial isolates from ascomata were included in the analysis. Ascospore germination rates and phenotypic features such as growth rate, pigmentation and secondary metabolites were uniform in X. parietina sporelings of the same ascus, but varied among the progeny of meiosis in all other species. Phenotypic features correlated with genetic variability. X. parietina revealed polymorphisms among specimens from different worldwide locations. In contrast nine out of tell sets of sibling spores were genetically uniform, with only 2% polymorphism in the remaining set, indicating that X. parietina might be homothallic. X. calcicola, X. ectaneoides, X. capensis, X. polycarpa and X. resendei revealed 9-66% polymorphic loci and therefore are considered heterothallic."
"Xanthoria elegans","Lichen","Genetic diversity assessment","Nuclear sequences","Antarctic","Dyer, PS and Murtagh, GJ","2001","Variation in the ribosomal ITS-sequence of the lichens Buellia frigida and Xanthoria elegans from the Vestfold Hills, eastern Antarctica","Lichenologist","53: 151-159","Empirical paper","","","","Thalli of the lichens Buellia frigida and Xanthoria elegans were collected from five different locations each 5-15 km apart in the Vestfold Hills, Princess Elizabeth Land, eastern Antarctica. A further collection was made from Mawson Station, Mac Robertson Land, eastern Antarctica, 660 km away. DNA was extracted from whole thalli and the ribosomal ITS region amplified by PCR using fungal specific primers. Resulting products were sequenced to gain an indication of whether or not variation was present within populations of lichen-forming fungi from continental Antarctica, and therefore of the availability of genetic resources to react to pressures such as climate change. Three genotypes of B. frigida and two of X. elegans were detected in the Vestfold Hill collections. However, these differed by only one nucleotide position suggesting the presence of relatively little genetic variation, if the ITS region is indicative of the overall genome. Buellia frigida collected from Mawson Station had an identical ITS region sequence to the most common Vestfold Hills genotype, indicating that this species may have a low level of genetic variation across much of eastern Antarctica. In contrast, X. elegans collected from Mau son showed considerable genetic variation from the Vestfolds thalli, differing at 14.2% of nucleotide positions and had an identical ITS region sequence to an isolate from maritime Antarctica 4960 km away. Samples from the Vestfold Hills formed a distinct cluster in a phylogenetic analysis of ITS sequences from a worldwide collection of X. elegans isolates"
"Xanthoria elegans","Lichen","Genetic diversity assessment","Nuclear sequences +  RAPD","","Murtagh, G J,  Dyer, PS, et al.","2002","Molecular and physiological diversity in the bipolar lichen-forming fungus Xanthoria elegans","Mycological Research","106: 1277-1286","Empirical paper","","","","Genetic and physiological diversity was assessed in isolates of the lichen-forming fungus Xanthoria elegans originating from a range of geographic localities and climatic regimes including polar and temperate regions. In vitro cultures were established and isolates examined by production of multi-locus RAPD markers and by sequence comparison of the ITS region of the rDNA tandem repeat unit. Both molecular techniques revealed significant variability. Phylogenetic analysis of RAPID profiles (226 markers) clustered isolates from particular locations together and Mantel's test showed a correlation between genetic divergence and extent of geographic separation. Phylogenies based on ITS sequence divergence were not well supported and did not correlate with the geographic origin of samples, suggesting a single locus approach to be less informative than RAPD data in a study of this nature. Physiological investigations also revealed significant variability between isolates with different geographic origins. Temperature had a significant effect on relative growth rate (RGR) such that X. elegans originating from sites with lower mean annual temperatures had significantly higher RGRs at all test temperatures between 2 degrees and 18 degreesC. Enhanced metabolic activity might be an adaptation for growth in colder climates. The results demonstrate high genetic diversity within this morphologically variable species in response to geographic and environmental factors, and are discussed in relation to data obtained for non-lichenised fungal species and the possibility of cryptic speciation."
"Xanthoria parietina","Lichen","Breeding system +  Genetic diversity assessment","RAPD","","Honegger, R, Zippler, U, et al.","2004","Mating systems in the genus Xanthoria, (lichen-forming ascomycetes)","Mycological Research","108: 480-488","Empirical paper","","","","Genetic variability among sterile Cultured single ascospore isolates of Xanthoria parietina, X. calcicola, X. ectaneoides, X. capensis, X. polycarpa and X. resendei was investigated with RAPD-PCR. If available five out of eight ascospores per ascus were analysed. In some samples multispore and mycelial isolates from ascomata were included in the analysis. Ascospore germination rates and phenotypic features such as growth rate, pigmentation and secondary metabolites were uniform in X. parietina sporelings of the same ascus, but varied among the progeny of meiosis in all other species. Phenotypic features correlated with genetic variability. X. parietina revealed polymorphisms among specimens from different worldwide locations. In contrast nine out of tell sets of sibling spores were genetically uniform, with only 2% polymorphism in the remaining set, indicating that X. parietina might be homothallic. X. calcicola, X. ectaneoides, X. capensis, X. polycarpa and X. resendei revealed 9-66% polymorphic loci and therefore are considered heterothallic."
"Xanthoria parietina","Lichen","Genetic diversity assessment +  Phylogeography","RAPD","Worldwide","Honegger, R, Zippler, U, et al.","2004","Genetic diversity in Xanthoria parietina (L.) Th. Fr. (lichen-forming ascomycete) from worldwide locations","Lichenologist","36: 381-390","Empirical paper","","","","Specimens of Xanthoria parietina were collected from worldwide locations and ascospore discharge used to establish axenic cultures of the mycobiont. DNA was extracted and RAPD-PCR fingerprinting of 59 isolates was successfully achieved, resulting in 58 unique fingerprints. 110 multilocus RAPD markers were generated and used to construct a dendrogram. Two main groups were distinguished (75% bootstrap support): the first comprising samples from the Iberian Peninsula, the Balearic and Canary Islands; the second comprising all other worldwide samples including isolates from throughout Europe and North America. Samples from Australia and New Zealand clustered with the second group except one additional, phenotypically distinct specimen, not belonging to X. parietina, which formed an outgroup. However, comparative DNA sequence analyses are required to verify this interpretation."
"Xanthoria parietina","Lichen","Genetic diversity assessment","Nuclear sequences","European","Lindblom, L, Ekman, S","2006","Genetic variation and population differentiation in the lichen-forming ascomycete Xanthoria parietina on the island Storfosna, central Norway","Molecular Ecology","15: 1545-1559","Empirical paper","","","","Genetic diversity and fine-scale population structure in the lichen-forming ascomycete Xanthoria parietina was investigated using sequence variation in part of the intergenic spacer (IGS) and the complete internal transcribed spacer (ITS) regions of the nuclear ribosomal DNA. Sampling included 213 and 225 individuals, respectively, from seven populations in two different habitats, bark and rock, on the island Storfosna off the central west coast of Norway. Both markers revealed significant variation and a total of 10 IGS and 16 ITS haplotypes were found. There were no signs of significant positive spatial autocorrelation at any spatial size class down to 10% of transect length, nor did we find significant deviations from neutrality or signs of historical population expansion. Analysis of molecular variance (AMOVA) indicated that most of the genetic variance observed was within populations, but when populations were grouped according to habitat, more than a quarter of the variance was explained among groups. Pairwise comparisons of populations (F-ST, exact tests of population differentiation) revealed significant differentiation between populations in different habitats (on bark or rock), but not between populations in the same habitat. Haplotype networks show that internal and presumably old haplotypes are shared between habitats, whereas terminal haplotypes tend to be unique to a habitat, mostly bark. We interpret the observed pattern to mean that there is no evidence of restricted gene flow between populations in the same habitat at the present spatial scale (interpopulation distances one or a few kilometres). On the other hand, differentiation between habitats is considerable, which we attribute to restricted gene flow between habitats (habitat isolation). Evidence suggests that the observed differentiation did not evolve locally. Estimates of divergence time between populations in the respective habitats indicate that an ancestral population started to diverge at least 34 000 years ago but probably much further back in time."
"Xanthoria parietina","Lichen","Genetic diversity & landscape management +  Genetic diversity assessment","Nuclear sequences","European","Lindblom, L Ekman, S","2007","New evidence corroborates population differentiation in Xanthoria patietina","Lichenologist","39: 259-271","Empirical Paper","","","","In order to examine genetic variation and population structure of the widespread lichen-forming ascomycete Xanthoria parietina from similar habitats, but different sites in Scandinavia, we investigated seven populations in Scania, southernmost Sweden, and compared the results with a corresponding study on Storfosna, central Norway. Sequence variations of the nuclear ribosomal DNA were used as molecular markers, for both a part of the IGS region and the complete ITSI-5.8S-ITS2 region. The amount of genetic variability observed was comparable in the two investigations. Divergence between populations in different habitats found in the previous study was also present in this study. Xanthoria parietina is genetically differentiated between habitats with no evidence of restricted gene flow between populations in the same habitat at the present spatial scale, at least at sites along the coast of Scandinavia. Differentiation between habitats is considerable at both study sites, which we attribute to restricted gene flow between habitats, i.e. habitat isolation."
"Xanthoria parietina","Lichen","Genetic diversity assessment","Nuclear sequences","European","Lindblom, L ","2009","Sample size and haplotype richness in population samples of the lichen-forming ascomycete Xanthoria parietina ","Lichenologist","32: 24-30","Empirical paper","","","","The fine-scale genetic variation and population structure of
 lichen-forming fungi is little known and sampling strategies are rarely
 recommended or discussed. I tested if the sample sizes of molecular
 data sets used in recent population studies of Xanthoria parietina
 revealed all haplotypes potentially present and, accordingly,
 quantified how many haplotypes were potentially missing in the samples.
 Data sets were concatenated from two geographical regions in
 Scandinavia and investigated if the sampling reached saturation at two
 levels: 1) individual-based using rarefaction curves and 2)
 population-based using species accumulation curves. At both levels, the
 matrices of two molecular markers (IGS and ITS) were analysed
 separately. The molecular markers show similar and parallel patterns in
 all analyses. Rarefaction analyses did not reveal different patterns
 for populations in different habitats, i.e., bark and rock. Species
 accumulation curves estimated with the Chao 1 richness estimator
 indicated that 23% of the IGS and 8% of the ITS haplotypes were not
 detected. Corresponding figures from an abundance-based coverage
 estimator (ACE) were 37% and 18%. Pilot studies are recommended to
 determine appropriate sample sizes for genetic-based population studies
 of lichen-forming fungi."
"Xanthoria parietina","Lichen","Genetic diversity assessment","RAPD","European","Itten B, Honegger R","2010","Population genetics in the homothallic lichen-forming ascomycete Xanthoria parietina","Lichenologist ","42: 751-761","Empirical paper","","","","The genetic diversity within and among populations of Xanthoria parietina was studied at the subspecific level with a fingerprinting technique (RAPD-PCR) applied to sterile cultured multispore isolates, each being derived from a single apothecium. Populations from coastal, rural and urban sites from NW, SW and central France and from NE Switzerland were investigated. Between 1 and 8 microsites of a few decimetres square, each comprising 13 to 27 thalli of X. parietina, were analysed per population. A total of 132 isolates from epiphytic and 3 isolates from epilithic specimens were investigated. Phenotypic variation was recorded among some of the thalli in the field and among sterile cultured isolates in the laboratory. A high diversity of genotypes was observed, even among thalli growing side by side in phenotypically homogenous populations. An average of 73.5% polymorphism was found in all samples. As shown with Principal Coordinates Analysis (PCO), most of the genetic variation (90%) resided within, not among, populations. As X. parietina had previously been shown with molecular and fingerprinting techniques to be homothallic, the potential genetic background of this diversity is discussed. Intense genotype rather than gene (allele) flow seems to be an important element in X. parietina populations."
"Xanthoria polycarpa","Lichen","Breeding system +  Genetic diversity assessment","RAPD","","Honegger, R, Zippler, U, et al.","2004","Mating systems in the genus Xanthoria, (lichen-forming ascomycetes)","Mycological Research","108: 480-488","Empirical paper","","","","Genetic variability among sterile Cultured single ascospore isolates of Xanthoria parietina, X. calcicola, X. ectaneoides, X. capensis, X. polycarpa and X. resendei was investigated with RAPD-PCR. If available five out of eight ascospores per ascus were analysed. In some samples multispore and mycelial isolates from ascomata were included in the analysis. Ascospore germination rates and phenotypic features such as growth rate, pigmentation and secondary metabolites were uniform in X. parietina sporelings of the same ascus, but varied among the progeny of meiosis in all other species. Phenotypic features correlated with genetic variability. X. parietina revealed polymorphisms among specimens from different worldwide locations. In contrast nine out of tell sets of sibling spores were genetically uniform, with only 2% polymorphism in the remaining set, indicating that X. parietina might be homothallic. X. calcicola, X. ectaneoides, X. capensis, X. polycarpa and X. resendei revealed 9-66% polymorphic loci and therefore are considered heterothallic."
