Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Sphagnum fallax","Bryophyte","Breeding system +  Genetic diversity assessment","","North American","Johnson, Matthew G., Shaw, A. Jonathan","2015","Genetic diversity, sexual condition, and microhabitat preference determine mating patterns in Sphagnum (Sphagnaceae) peat-mosses","Biological Journal Of The Linnean Society","115:96-113","Empirical paper","","","","In bryophytes, the possibility of intragametophytic selfing creates complex mating patterns that are not possible in seed plants, although relatively little is known about patterns of inbreeding in natural populations. In the peat-moss genus Sphagnum, taxa are generally bisexual (gametophytes produce both sperm and egg) or unisexual (gametes produced by separate male and female plants). We sampled populations of 14 species, aiming to assess inbreeding variation and inbreeding depression in sporophytes, and to evaluate correlations between sexual expression, mating systems, and microhabitat preferences. We sampled maternal gametophytes and their attached sporophytes at 12-19 microsatellite loci. Bisexual species exhibited higher levels of inbreeding than unisexual species but did generally engage in some outcrossing. Inbreeding depression did not appear to be common in either unisexual or bisexual species. Genetic diversity was higher in populations of unisexual species compared to populations of bisexual species. We found a significant association between species microhabitat preference and population genetic diversity: species preferring hummocks (high above water table) had populations with lower diversity than species inhabiting hollows (at the water table). We also found a significant interaction between sexual condition, microhabitat preference, and inbreeding coefficients, suggesting a vital role for species ecology in determining mating patterns in Sphagnum populations."
"Sphagnum fascum","Bryophyte","Gene flow +  Genetic diversity assessment","","Northern Hemisphere","Kyrkjeeide, MO, Hassel, K, Flatberg, KI, Shaw, AJ, Brochmann, C, Stenoien, HK","2016","Long-distance dispersal and barriers shape genetic structure of peatmosses (Sphagnum) across the Northern Hemisphere","Journal Of Biogeography","43:1215-1226","Empirical paper","","","","Aim Disjunctly distributed peatmosses (Sphagnum) have been found to exhibit little genetic structure over regional and intercontinental scales, mainly caused by high ability for transoceanic long-distance dispersal. Although, most Northern Hemisphere peatmoss species have wide circumboreal/nemoral ranges, little is known about the magnitude and effects of long-distance dispersal and barriers in shaping the genetic structure of such species. We investigate whether high dispersal capacity has caused genetic homogeneity across broad areas of the Northern Hemisphere, or whether barriers act to shape genetic structure across different species with similar distributional ranges. Location Northern Hemisphere. Methods We studied genetic variation and structure in six Sphagnum species using 19 microsatellite loci. Results Four out of six species were genetically structured in similar ways; with mainly one Beringian and one Atlantic group. Overall, both the North American and Eurasian continents seemed to act as a barrier to gene flow in several species. However, the most abrupt breakpoint between genetic groups was found in south-east Alaska. Main conclusions We found evidence for extensive gene flow between regions across the Northern Hemisphere among peatmosses, with oceans seemingly acting as weaker barriers to gene flow than landmasses. Plants from the amphi-Atlantic and amphi-Beringian regions of several species were genetically differentiated. Similar genetic structuring across several species, indicate that spore-producing species do not disperse freely across their entire distributional range, but are likely limited by wind directions, landmass barriers and/or habitat availability."
"Sphagnum fimbriatum","Bryophyte","Genetic diversity assessment","Nuclear microsatellite","European","Szövényi, P Hock, Z Korpelainen, H Shaw, AJ","2009","Spatial pattern of nucleotide polymorphism indicates molecular adaptation in the bryophyte Sphagnum fimbriatum","Molecular Phylogenetics and Evolution","32: 24-30","Empirical Paper","","","","In organisms with haploid-dominant life cycles, natural selection is
 expected to be especially effective because genetic variation is
 exposed directly to selection. However, in spore-producing plants with
 high dispersal abilities, among-population migration may counteract
 local adaptation by continuously redistributing genetic variability. In
 this study, we tested for adaptation at the molecular level by
 comparing nucleotide polymorphism in two genes (GapC and Rpb2) in 10
 European populations of the peatmoss species, Sphagnum fimbriatum with
 variability at nine microsatellite loci assumed to be selectively
 neutral. in line with previous results, the GapC and Rpb2 genes showed
 strikingly different patterns of nucleotide polymorphism. Neutrality
 tests and comparison of population differentiation based on the GapC
 and Rpb2 genes with neutrally evolving microsatellites using coalescent
 simulations supported non-neutral evolution in GapC, but neutral
 evolution in the Rpb2 gene. These observations and the positions of the
 replacement mutations in the GAPDH enzyme (coded by GapC) indicate a
 significant impact of replacement mutations on enzyme function.
 Furthermore, the geographic distribution of alternate GapC alleles
 and/or linked genomic regions suggests that they have had differential
 success in the recolonization of Europe following the Last Glacial
 Maximum."
"Sphagnum fimbriatum","Bryophyte","Genetic diversity assessment","Nuclear microsatellite","European","Szoevenyi, P., S. Sundberg, and A. J. Shaw","2012","Long-distance dispersal and genetic structure of natural populations: an assessment of the inverse isolation hypothesis in peat mosses","Molecular Ecology ","21:5461-5472","Empirical paper","","","","It is well accepted that the shape of the dispersal kernel, especially its tail, has a substantial effect on the genetic structure of species. Theory predicts that dispersal by fat-tailed kernels reshuffles genetic material, and thus, preserves genetic diversity during colonization. Moreover, if efficient long-distance dispersal is coupled with random colonization, an inverse isolation effect is predicted to develop in which increasing genetic diversity per colonizer is expected with increasing distance from a genetically variable source. By contrast, increasing isolation leads to decreasing genetic diversity when dispersal is via thin-tailed kernels. Here, we use a well-established model group for dispersal biology (peat mosses: genus Sphagnum) with a fat-tailed dispersal kernel, and the natural laboratory of the Stockholm archipelago to study the validity of the inverse isolation hypothesis in spore-dispersed plants in island colonization. Population genetic structure of three species (Sphagnum fallax, Sphagnum fimbriatum and Sphagnum palustre) with contrasting life histories and ploidy levels were investigated on a set of islands using microsatellites. Our data show (phi(st)', amova, IBD) that dispersal of the two most abundant species can be well approximated by a random colonization model. We find that genetic diversity per colonizer on islands increases with distance from the mainland for S.fallax and S.fimbriatum. By contrast, S.palustre deviates from this pattern, owing to its restricted distribution in the region, affecting its source pool strength. Therefore, the inverse isolation effect appears to hold in natural populations of peat mosses and, likely, in other organisms with small diaspores."
"Sphagnum flexuosum","Bryophyte","Hybridisation +  Taxonomic clarification","","European","Szurdoki, Erzsebet, Marton, Orsolya, Szoevenyi, Peter","2014","Genetic and morphological diversity of Sphagnum angustifolium, S. flexuosum and S. fallax in Europe","Taxon","63:237-248","Empirical paper","","","","Molecular and morphological evolution of species may be decoupled which can lead to contrasting delimitation of taxonomic units based on morphological and genetic characters. The moss genus Sphagnum (peat mosses) provides a good example in which morphological and genetic characters often contradict each other. We investigated morphological and genetic variability within a highly polymorphic and taxonomically controversial species complex of the genus Sphagnum in order to reveal the ultimate causes of discordance between morphology and molecular evolution. Specifically, we aimed at addressing the following questions: (1) Are the three closely related European taxa (S. angustifolium, S. fallax, S. flexuosum) of the S. recurvum group morphologically and genetically distinct entities? (2) Are morphological and genetic groups concordant? (3) Is there any sign of hybridization among taxa that might complicate their morphological delimitation? We show that European specimens of the S. recurvum group form three distinct gene pools based on 11 polymorphic microsatellite markers. Individuals defined as morphotype "fallax" appear to be genetically clearly distinct from both morphotype "angustifolium" and "flexuosum". However, for the latter two morphotypes, traditionally used morphological and genetic markers provide partly incongruent taxonomic delimitations. We show that in about 13% of the accessions 12 traditionally used morphological characters cannot fully distinguish the genetic groups revealed. Our genetic analysis also reveals that only a low proportion of the specimens (3%) is admixed suggesting that hybridization is unlikely to explain the taxonomical controversies observed. Therefore, we hypothesize that taxonomic controversies are likely due to the extreme phenotypic plasticity of morphological characters rather than to porous species boundaries."
"Sphagnum girgensohnii","Bryophyte","Hybridisation","Isozyme/Allozyme","","Flatberg, KI, Thingsgaard, K and Sastad, SM","2006","Interploidal gene flow and introgression in bryophytes: Sphagnum girgensohnii x Sphagnum russowii, a case of spontaneous neotriploidy","Journal of Bryology","23: 27-37","Empirical paper","","","","Hybrid zones between female sporophyte-bearing haploid Sphagnum girgensohnii and male allodiploid S. russowii were studied. The existence of hybrids was initially hypothesized based on incidence of conspicuously large sporophytes in S. girgensohnii in the presence of male S. russowii. Measurements of nuclear DNA content, morphology and isozymes provide the first evidence of spontaneous hybridization across ploidal levels in bryophytes. Viable spores from the hybrid capsules yielded triploid protonemata and juvenile gametophores in culture. Isozyme profiles of the triploid gametophores displayed unbalanced heterozygous patterns containing two alleles. As S. russowii is an allodiploid species with S. girgensohnii and S. rubellum as progenitors, isozyme banding patterns of the triploids are interpreted as consisting of a single allele copy from the S. rubellum genome in S. russowii, and two copies of another allele at the same locus inherited from S. girgensohnii. The triploid sporophytes can be considered as F-2 hybrids formed by introgression. The allotriploid gametophores are formed through diplospory or syndiploidy in the hybrid capsules. Comparison of hybrid sporophyte morphology to S. girgensohnii and S. russowii confirmed that hybrid capsules are larger and with an abnormally swollen sporophyte foot. The spore sizes of the hybrid capsules were significantly larger than spores from normal, intraspecific S. girgensohnii capsules. The percentage of germinated spores was <5% in cultures from hybrid sporophytes, which is much lower than in intraspecific sporophytes. The new knowledge opens the way for re-evaluation of polyploid evolution in bryophytes with emphasis on gametic non-reduction, introgression and two-step models of polyploid formation."
"Sphagnum magellanicum","Bryophyte","Breeding system +  Genetic diversity assessment","","North American","Johnson, Matthew G., Shaw, A. Jonathan","2015","Genetic diversity, sexual condition, and microhabitat preference determine mating patterns in Sphagnum (Sphagnaceae) peat-mosses","Biological Journal Of The Linnean Society","115:96-113","Empirical paper","","","","In bryophytes, the possibility of intragametophytic selfing creates complex mating patterns that are not possible in seed plants, although relatively little is known about patterns of inbreeding in natural populations. In the peat-moss genus Sphagnum, taxa are generally bisexual (gametophytes produce both sperm and egg) or unisexual (gametes produced by separate male and female plants). We sampled populations of 14 species, aiming to assess inbreeding variation and inbreeding depression in sporophytes, and to evaluate correlations between sexual expression, mating systems, and microhabitat preferences. We sampled maternal gametophytes and their attached sporophytes at 12-19 microsatellite loci. Bisexual species exhibited higher levels of inbreeding than unisexual species but did generally engage in some outcrossing. Inbreeding depression did not appear to be common in either unisexual or bisexual species. Genetic diversity was higher in populations of unisexual species compared to populations of bisexual species. We found a significant association between species microhabitat preference and population genetic diversity: species preferring hummocks (high above water table) had populations with lower diversity than species inhabiting hollows (at the water table). We also found a significant interaction between sexual condition, microhabitat preference, and inbreeding coefficients, suggesting a vital role for species ecology in determining mating patterns in Sphagnum populations."
"Sphagnum majus","Bryophyte","Genetic diversity assessment +  Hybridisation +  Polyploidy +  Taxonomic clarification","Isozyme/Allozyme","Euro-North American","Sastad, SM, Flatberg, KI and Hanssen, L","2000","Origin, taxonomy and population structure of the allopolyploid peat moss Sphagnum majus","Plant Systematics and Evolution","225: 73-84","Empirical paper","","","","The polyploid peat moss Sphagnum majus shows considerable phenotypic plasticity along ecological gradients in mires. It is considered taxonomically heterogeneous, and two subspecies have been described. Isozyme analyses were carried out on populations of S. majus from Central Norway and from eastern coast of North America in order to assess the origin, taxonomy and population structure of this species. High levels of fixed heterozygosity in the populations demonstrate that S. majus is a genetic allopolyploid. At all 'loci' screened, extant populations of S. cuspidatum shared enzyme bands with S. majus. The other most likely progenitor based on morphology, S, annulatum, was fixed for enzyme bands not found in S. majus. The progenitor genotype of S. annulatum? may have been missed because of inadequate sampling or extinction. Alternatively, another extinct or undetected taxon may constitute the second progenitor. The observed patterns of genetic variation and linkage disequilibria were uncorrelated with the previously proposed subspecific classification of S. majus. Lack of genetic divergence between continents suggests that the origins of S. majus in Europe and North America were not independent. Low mutation rates and large effective population sizes may be important causing populations to diverge slowly, and may explain the observed patterns without hypothesising frequent long-distance dispersal."
"Sphagnum molle","Bryophyte","Breeding system +  Genetic diversity assessment","","North American","Johnson, Matthew G., Shaw, A. Jonathan","2015","Genetic diversity, sexual condition, and microhabitat preference determine mating patterns in Sphagnum (Sphagnaceae) peat-mosses","Biological Journal Of The Linnean Society","115:96-113","Empirical paper","","","","In bryophytes, the possibility of intragametophytic selfing creates complex mating patterns that are not possible in seed plants, although relatively little is known about patterns of inbreeding in natural populations. In the peat-moss genus Sphagnum, taxa are generally bisexual (gametophytes produce both sperm and egg) or unisexual (gametes produced by separate male and female plants). We sampled populations of 14 species, aiming to assess inbreeding variation and inbreeding depression in sporophytes, and to evaluate correlations between sexual expression, mating systems, and microhabitat preferences. We sampled maternal gametophytes and their attached sporophytes at 12-19 microsatellite loci. Bisexual species exhibited higher levels of inbreeding than unisexual species but did generally engage in some outcrossing. Inbreeding depression did not appear to be common in either unisexual or bisexual species. Genetic diversity was higher in populations of unisexual species compared to populations of bisexual species. We found a significant association between species microhabitat preference and population genetic diversity: species preferring hummocks (high above water table) had populations with lower diversity than species inhabiting hollows (at the water table). We also found a significant interaction between sexual condition, microhabitat preference, and inbreeding coefficients, suggesting a vital role for species ecology in determining mating patterns in Sphagnum populations."
"Sphagnum palustre","Bryophyte","Genetic diversity assessment +  Marker development","Nuclear microsatellite","Asian","Shaw AJ, Cao T, Wang L, Flatberg KI, Flatberg B, Shaw B, Zhou P, Boles S, Terracciano S","2008","Genetic variation in three Chinese peat mossess (Sphagnum) based on microsatellite markers, with primer information and analysis of ascertainment bias","Bryologist","111: 271-281","Empirical Paper","","","",""
"Sphagnum palustre","Bryophyte","Genetic diversity assessment","ISSR","European","Terracciano, S., S. Giordano, I. Bonini, L. Miserere, and V. Spagnuolo","2012","Genetic variation and structure in endangered populations of Sphagnum palustre L. in Italy: a molecular approach to evaluate threats and survival ability","Botany-Botanique","90:966-975","Empirical paper","","","","The conservation status of endangered Italian populations of the peatmoss Sphagnum palustre L. was evaluated through the study of their intraspecific genetic variation and structure. One-hundred-thirty-eight shoots from four populations were analyzed by 35 inter-simple sequence repeat (ISSR) loci. Molecular diversity indices highlight a general low level of variation, which is higher in centre-northern populations than in the southernmost one. AMOVA indicates that most variation is partitioned among populations, supporting a low level of gene flow and a severe isolation among them (F-ST = 0.7071-0.9198; Nm = 0.106). Mantel test gave a significant correlation (0.8634, P = 0.0083) between genetic and geographical distances. A strong association among loci suggests that recombination due to sexual reproduction contributes poorly to genetic variation observed, supported by the lack of sporophytes in the study areas. Both experimental results and theoretical predictions suggest a concrete risk of local extinction for the studied populations, further increased by fragile habitats hosting the species in Italy. The southernmost population is the most threatened, due to combined effects of lower genetic variation and geographic isolation."
"Sphagnum palustre","Bryophyte","Genetic diversity assessment","Nuclear microsatellite","European","Szoevenyi, P., S. Sundberg, and A. J. Shaw","2012","Long-distance dispersal and genetic structure of natural populations: an assessment of the inverse isolation hypothesis in peat mosses","Molecular Ecology ","21:5461-5472","Empirical paper","","","","It is well accepted that the shape of the dispersal kernel, especially its tail, has a substantial effect on the genetic structure of species. Theory predicts that dispersal by fat-tailed kernels reshuffles genetic material, and thus, preserves genetic diversity during colonization. Moreover, if efficient long-distance dispersal is coupled with random colonization, an inverse isolation effect is predicted to develop in which increasing genetic diversity per colonizer is expected with increasing distance from a genetically variable source. By contrast, increasing isolation leads to decreasing genetic diversity when dispersal is via thin-tailed kernels. Here, we use a well-established model group for dispersal biology (peat mosses: genus Sphagnum) with a fat-tailed dispersal kernel, and the natural laboratory of the Stockholm archipelago to study the validity of the inverse isolation hypothesis in spore-dispersed plants in island colonization. Population genetic structure of three species (Sphagnum fallax, Sphagnum fimbriatum and Sphagnum palustre) with contrasting life histories and ploidy levels were investigated on a set of islands using microsatellites. Our data show (phi(st)', amova, IBD) that dispersal of the two most abundant species can be well approximated by a random colonization model. We find that genetic diversity per colonizer on islands increases with distance from the mainland for S.fallax and S.fimbriatum. By contrast, S.palustre deviates from this pattern, owing to its restricted distribution in the region, affecting its source pool strength. Therefore, the inverse isolation effect appears to hold in natural populations of peat mosses and, likely, in other organisms with small diaspores."
"Sphagnum palustre","Bryophyte","Genetic diversity assessment","Nuclear microsatellite","Australasian","Karlin, E. F., S. C. Hotchkiss, S. B. Boles, H. K. Stenoien, K. Hassel, K. I. Flatberg, and A. J. Shaw","2012","High genetic diversity in a remote island population system: sans sex.","New Phytologist ","193:1088-1097","Empirical paper","","","","It has been proposed that long-distance dispersal of mosses to the Hawaiian Islands rarely occurs and that the Hawaiian population of the allopolyploid peat moss Sphagnum palustre probably resulted from a single dispersal event. Here, we used microsatellites to investigate whether the Hawaiian population of the dioicous S. palustre had a single founder and to compare its genetic diversity to that found in populations of S.palustre in other regions. The genetic diversity of the Hawaiian population is comparable to that of larger population systems. Several lines of evidence, including a lack of sporophytes and an apparently restricted natural distribution, suggest that sexual reproduction is absent in the Hawaiian plants. In addition, all samples of Hawaiian S. palustre share a genetic trait rare in other populations. Time to most recent ancestor (TMRCA) analysis indicates that the Hawaiian population was probably founded 4951 kyr ago. It appears that all Hawaiian plants of S.palustre descend from a single founder via vegetative propagation. The long-term viability of this clonal population coupled with the development of significant genetic diversity suggests that vegetative propagation in a moss does not necessarily preclude evolutionary success in the long term."
"Sphagnum pulchrum","Bryophyte","Genetic diversity assessment","Isozyme/Allozyme","Country: Widespread","Daniels, RE","1982","Isoenzyme variation in British populations of Sphagnum pulchrum (Braithw.) Warnst.","Journal of Bryology","12: 65-76.","Empirical paper","","","",""
"Sphagnum pulchrum","Bryophyte","Breeding system +  Genetic diversity assessment","","North American","Johnson, Matthew G., Shaw, A. Jonathan","2015","Genetic diversity, sexual condition, and microhabitat preference determine mating patterns in Sphagnum (Sphagnaceae) peat-mosses","Biological Journal Of The Linnean Society","115:96-113","Empirical paper","","","","In bryophytes, the possibility of intragametophytic selfing creates complex mating patterns that are not possible in seed plants, although relatively little is known about patterns of inbreeding in natural populations. In the peat-moss genus Sphagnum, taxa are generally bisexual (gametophytes produce both sperm and egg) or unisexual (gametes produced by separate male and female plants). We sampled populations of 14 species, aiming to assess inbreeding variation and inbreeding depression in sporophytes, and to evaluate correlations between sexual expression, mating systems, and microhabitat preferences. We sampled maternal gametophytes and their attached sporophytes at 12-19 microsatellite loci. Bisexual species exhibited higher levels of inbreeding than unisexual species but did generally engage in some outcrossing. Inbreeding depression did not appear to be common in either unisexual or bisexual species. Genetic diversity was higher in populations of unisexual species compared to populations of bisexual species. We found a significant association between species microhabitat preference and population genetic diversity: species preferring hummocks (high above water table) had populations with lower diversity than species inhabiting hollows (at the water table). We also found a significant interaction between sexual condition, microhabitat preference, and inbreeding coefficients, suggesting a vital role for species ecology in determining mating patterns in Sphagnum populations."
"Sphagnum quinquefarium","Bryophyte","Hybridisation","ISSR +  Organelle PCR RFLP","European","Natcheva, R and Cronberg, N","2007","Recombination and introgression of nuclear and chloroplast genomes between the peat mosses, Sphagnum capillifolium and Sphagnum quinquefarium","Molecular Ecology","16: 811-818","Empirical paper","","","","Haploid hybrid gametophytes are often present at low frequencies in sympatric populations of Sphagnum capillifolium and Sphagnum quinquefarium. We used intersimple sequence repeat (ISSR) markers and polymerase chain reaction–restriction fragment length polymorphism of the trnLUAA intron of the chloroplast genome to reveal the nuclear and chloroplast composition of mature hybrid gametophytes from natural populations and of gametophytes derived from spores of hybrid sporophytes collected in nature. Asymmetrical nuclear inheritance was found in the progeny of the hybrid sporophytes, indicating that only spores with a low level of recombination of parental genomes were viable. A similarly skewed nuclear composition was found among the naturally occurring hybrid gametophytes. All hybrid genomes contained a larger proportion of S. capillifolium ISSR markers, combined with only two to five S. quinquefarium markers together with a chloroplast haplotype derived from S. quinquefarium. In this way, a pattern resembling introgression is created within a single generation. Some individuals possessed nuclear genomes typical for S. capillifolium in combination with the chloroplast haplotype of S. quinquefarium, possibly indicating backcrossing. Our results indicate that hybridization between S. capillifolium and S. quinquefarium is relatively common, but the resistance of large parts of the genome against heterospecific genes maintains the genetic distinctness of the species. Further evolutionary and phylogenetic consequences of restricted interspecific gene exchange are discussed."
"Sphagnum quinquefarium","Bryophyte","Hybridisation","Isozyme/Allozyme +  Nuclear sequences","","Cronberg, N and Natcheva, R","2002","Hybridization between the peat mosses, Sphagnum capillifolium and S. quinquefarium (Sphagnaceae, Bryophyta) as inferred by morphological characters and isozyme markers","Plant Systematics and Evolution","234: 53-70","Empirical paper","","","","Isozyme markers and morphological characters were studied in four populations of Sphagnum capillifolium and S. quinquefarium. Recombinant plants were found in three populations, where the two species occur sympatrically. All recombinants possessed different haplotypes and combinations of morphological characters, which show that they are results of independent hybridization events. Strongly male-biased sex ratios were found for Sphagnum capillifolium in all populations where it grew sympatrically with S. quinquefarium. Most of the recombinants were also male fertile. These observations suggest that S. quinquefarium is the female parent in the primary crosses and in subsequent backcrosses."
"Sphagnum quinquefarium","Bryophyte","Gene flow +  Genetic diversity assessment","","Northern Hemisphere","Kyrkjeeide, MO, Hassel, K, Flatberg, KI, Shaw, AJ, Brochmann, C, Stenoien, HK","2016","Long-distance dispersal and barriers shape genetic structure of peatmosses (Sphagnum) across the Northern Hemisphere","Journal Of Biogeography","43:1215-1226","Empirical paper","","","","Aim Disjunctly distributed peatmosses (Sphagnum) have been found to exhibit little genetic structure over regional and intercontinental scales, mainly caused by high ability for transoceanic long-distance dispersal. Although, most Northern Hemisphere peatmoss species have wide circumboreal/nemoral ranges, little is known about the magnitude and effects of long-distance dispersal and barriers in shaping the genetic structure of such species. We investigate whether high dispersal capacity has caused genetic homogeneity across broad areas of the Northern Hemisphere, or whether barriers act to shape genetic structure across different species with similar distributional ranges. Location Northern Hemisphere. Methods We studied genetic variation and structure in six Sphagnum species using 19 microsatellite loci. Results Four out of six species were genetically structured in similar ways; with mainly one Beringian and one Atlantic group. Overall, both the North American and Eurasian continents seemed to act as a barrier to gene flow in several species. However, the most abrupt breakpoint between genetic groups was found in south-east Alaska. Main conclusions We found evidence for extensive gene flow between regions across the Northern Hemisphere among peatmosses, with oceans seemingly acting as weaker barriers to gene flow than landmasses. Plants from the amphi-Atlantic and amphi-Beringian regions of several species were genetically differentiated. Similar genetic structuring across several species, indicate that spore-producing species do not disperse freely across their entire distributional range, but are likely limited by wind directions, landmass barriers and/or habitat availability."
"Sphagnum recurvum var. mucurnatum","Bryophyte","Genetic diversity assessment","Isozyme/Allozyme","European","Daniels, RE","1985","Isozyme variation in populations of Sphagnum recurvum var. mucronatum from Britain and Finland.","Journal of Bryology","13: 563-570.","Empirical paper","","","",""
"Sphagnum russowii","Bryophyte","Hybridisation","Isozyme/Allozyme","","Flatberg, KI, Thingsgaard, K and Sastad, SM","2006","Interploidal gene flow and introgression in bryophytes: Sphagnum girgensohnii x Sphagnum russowii, a case of spontaneous neotriploidy","Journal of Bryology","23: 27-37","Empirical paper","","","","Hybrid zones between female sporophyte-bearing haploid Sphagnum girgensohnii and male allodiploid S. russowii were studied. The existence of hybrids was initially hypothesized based on incidence of conspicuously large sporophytes in S. girgensohnii in the presence of male S. russowii. Measurements of nuclear DNA content, morphology and isozymes provide the first evidence of spontaneous hybridization across ploidal levels in bryophytes. Viable spores from the hybrid capsules yielded triploid protonemata and juvenile gametophores in culture. Isozyme profiles of the triploid gametophores displayed unbalanced heterozygous patterns containing two alleles. As S. russowii is an allodiploid species with S. girgensohnii and S. rubellum as progenitors, isozyme banding patterns of the triploids are interpreted as consisting of a single allele copy from the S. rubellum genome in S. russowii, and two copies of another allele at the same locus inherited from S. girgensohnii. The triploid sporophytes can be considered as F-2 hybrids formed by introgression. The allotriploid gametophores are formed through diplospory or syndiploidy in the hybrid capsules. Comparison of hybrid sporophyte morphology to S. girgensohnii and S. russowii confirmed that hybrid capsules are larger and with an abnormally swollen sporophyte foot. The spore sizes of the hybrid capsules were significantly larger than spores from normal, intraspecific S. girgensohnii capsules. The percentage of germinated spores was <5% in cultures from hybrid sporophytes, which is much lower than in intraspecific sporophytes. The new knowledge opens the way for re-evaluation of polyploid evolution in bryophytes with emphasis on gametic non-reduction, introgression and two-step models of polyploid formation."
"Sphagnum squarrosum","Bryophyte","Breeding system +  Genetic diversity assessment","","North American","Johnson, Matthew G., Shaw, A. Jonathan","2015","Genetic diversity, sexual condition, and microhabitat preference determine mating patterns in Sphagnum (Sphagnaceae) peat-mosses","Biological Journal Of The Linnean Society","115:96-113","Empirical paper","","","","In bryophytes, the possibility of intragametophytic selfing creates complex mating patterns that are not possible in seed plants, although relatively little is known about patterns of inbreeding in natural populations. In the peat-moss genus Sphagnum, taxa are generally bisexual (gametophytes produce both sperm and egg) or unisexual (gametes produced by separate male and female plants). We sampled populations of 14 species, aiming to assess inbreeding variation and inbreeding depression in sporophytes, and to evaluate correlations between sexual expression, mating systems, and microhabitat preferences. We sampled maternal gametophytes and their attached sporophytes at 12-19 microsatellite loci. Bisexual species exhibited higher levels of inbreeding than unisexual species but did generally engage in some outcrossing. Inbreeding depression did not appear to be common in either unisexual or bisexual species. Genetic diversity was higher in populations of unisexual species compared to populations of bisexual species. We found a significant association between species microhabitat preference and population genetic diversity: species preferring hummocks (high above water table) had populations with lower diversity than species inhabiting hollows (at the water table). We also found a significant interaction between sexual condition, microhabitat preference, and inbreeding coefficients, suggesting a vital role for species ecology in determining mating patterns in Sphagnum populations."
"Sphagnum strictum","Bryophyte","Breeding system +  Genetic diversity assessment","","North American","Johnson, Matthew G., Shaw, A. Jonathan","2015","Genetic diversity, sexual condition, and microhabitat preference determine mating patterns in Sphagnum (Sphagnaceae) peat-mosses","Biological Journal Of The Linnean Society","115:96-113","Empirical paper","","","","In bryophytes, the possibility of intragametophytic selfing creates complex mating patterns that are not possible in seed plants, although relatively little is known about patterns of inbreeding in natural populations. In the peat-moss genus Sphagnum, taxa are generally bisexual (gametophytes produce both sperm and egg) or unisexual (gametes produced by separate male and female plants). We sampled populations of 14 species, aiming to assess inbreeding variation and inbreeding depression in sporophytes, and to evaluate correlations between sexual expression, mating systems, and microhabitat preferences. We sampled maternal gametophytes and their attached sporophytes at 12-19 microsatellite loci. Bisexual species exhibited higher levels of inbreeding than unisexual species but did generally engage in some outcrossing. Inbreeding depression did not appear to be common in either unisexual or bisexual species. Genetic diversity was higher in populations of unisexual species compared to populations of bisexual species. We found a significant association between species microhabitat preference and population genetic diversity: species preferring hummocks (high above water table) had populations with lower diversity than species inhabiting hollows (at the water table). We also found a significant interaction between sexual condition, microhabitat preference, and inbreeding coefficients, suggesting a vital role for species ecology in determining mating patterns in Sphagnum populations."
"Sphagnum subnites","Bryophyte","Genetic diversity assessment","","Euro-Asian","Mikulaskova, E, Veleba, A, Smerda, J, Knoll, A, Hajck, M","2017","Microsatellite variation in three calcium-tolerant species of peat moss detected specific genotypes of Sphagnum warnstorfii on magnesium-rich bedrock","Preslia","89:101-114","Empirical paper","","","","Peat mosses are a key functional group in peatlands, driving biogeochemical cycles, habitat development and changes in species composition. They are generally intolerant of calcium and magnesium bicarbonate, but some species are adapted to mineral-rich fens. A previous study found a coincidence between genetic variation and the ability to tolerate high pH/calcium levels in Sphagnum warnstorfii. Here we compare its microsatellite variation with that of two rarer calcium-tolerant species (Sphagnum subnitens, S. contortum), using a novel data set from Eurasia. Because physiological experiments indicate that S. warnstorfii can tolerate high magnesium levels, we included also samples from dolomite and serpentinite. Genetic diversity of S. warnstorfii was higher than that of other species. The Bayesian analysis in program Structure resulted in two population groups of S. warnstorfii. One group coincided with dolomite (Italy, Austria, Estonia) and moderately magnesium-rich (but calcium-poor) rocks (serpentinite, metadolerite, cordierite-bearing migmatite on the Bohemian Massif), while the second one coincided with magnesium-poor bedrock across Eurasia. The principal coordinate analysis revealed a cline between populations from magnesium-rich and magnesium-poor bedrocks, with populations from dolomite and serpentinite forming one extreme. Populations from magnesium-poor bedrock located far from any dolomite or serpentinite formed the opposite extreme of the cline. We demonstrate for the first time that magnesium toxicity may drive bryophyte microevolution, as has repeatedly been shown for vascular plants, including ferns."
