Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Zostera marina","Flowering plant","Clonal diversity assessment","Nuclear microsatellite","Northern Hemisphere","Reusch, TBH, Stam, WT, Olsen, JL","2000","A microsatellite-based estimation of clonal diversity and population subdivision in Zostera marina, a marine flowering plant.","Molecular Ecology","9: 127-140.","Empirical paper","","","","We examined the genetic population structure in eelgrass (Zostera marina L.), the dominant seagrass species of the northern hemisphere, over spatial scales from 12 km to 10 000 km using the polymorphism of DNA microsatellites. Twelve populations were genotyped for six loci representing a total of 67 alleles. Populations sampled included the North Sea (four), the Baltic Sea (three), the western Atlantic (two), the eastern Atlantic (one), the Mediterranean Sea (one) and the eastern Pacific (one). Microsatellites revealed substantial genetic variation in a plant group with low allozyme diversity. Average expected heterozygosities per population (monoclonal populations excluded) ranged from 0.32 to 0.61 (mean = 0.48) and allele numbers varied between 3.3 and 6.7 (mean = 4.7). Using the expected frequency of multilocus genotypes within populations, we distinguished ramets from genetic individuals (i.e. equivalent to clones). Differences in clonal diversity among populations varied widely and ranged from maximal diversity (i.e. all ramets with different genotype) to near or total monoclonality (two populations). All multiple sampled ramets were excluded from further analysis of genetic differentiation within and between populations. All but one population were in Hardy-Weinberg equilibrium, indicating that Zostera marina is predominantly outcrossing. From a regression of the pairwise population differentiation with distance, we obtained an effective population size N-e of 2440-5000. The overall genetic differentiation among eelgrass populations, assessed as rho (a standardized estimate of Slatkin's R-ST) was 0.384 (95% CI 0.34-0.44, P < 0.001). Genetic differentiation was weak among three North Sea populations situated 12-42 km distant from one another, suggesting that tidal currents result in an efficient exchange of propagules. In the Baltic and in Nova Scotia, a small but statistically significant fraction of the genetic variance was distributed between populations (rho = 0.029-0.053) at scales of 15-35 km. Pairwise genetic differentiation between European populations were correlated with distance between populations up to a distance of 4500 km (linear differentiation-by-distance model, R-2 = 0.67). In contrast, both Nova Scotian populations were genetically much closer to North Sea and Baltic populations than expected from their geographical distance (pairwise rho = 0.03-0.08, P < 0.01). A biogeographical cluster of Canadian with Baltic/North Sea populations was also supported using a neighbour-joining tree based on Cavalli-Sforza's chord distance. Relatedness between populations may be very different from predictions based on geographical vicinity."
"Zostera marina","Flowering plant","Breeding system","Isozyme/Allozyme","","Ruckelshaus, MH","1995","Estimates of outcrossing rates and of inbreeding depression in a population of the marine angiosperm Zostera marina.","Marine Biology","123: 583-593.","Empirical paper","","","","Despite the great diversity of pollination and fertilization mechanisms observed in marine plants, little is known about the causes or maintenance of this variation. In this study, I estimated outcrossing rates and levels of inbreeding depression in Zostera marina L. (eelgrass), providing the first empirical test of hypotheses about the evolution of breeding systems in plants with submerged flowers. This study also addressed temporal separation of female and male flowering (dichogamy) in eelgrass as a mechanism promoting an outcrossing mating system, and whether the mating system in eelgrass is related to the degree of dichogamy in the held. Outcrossing rates (0 < t < 1) estimated from two polymorphic allozyme loci indicate that the Z. marina population in intertidal and subtidal habitats in False Bay, Washington, USA, was highly outcrossing in both 1991 (intertidal t = 0.905, subtidal I = 1.0) and 1992 (intertidal t = 0.775, subtidal t = 0.611). The outcrossing rates were positively associated with the degree of dichogamy in 1992; intertidal plants exhibited a greater temporal separation of female and male flowering and a higher outcrossing rate than did subtidal plants. Inbreeding depression at seed set was estimated from hand pollinations (self- and outcross) on 20 reproductive individuals from the False Bay population. Averaged across all maternal parents, a greater proportion of outcrossed flowers set seed than selfed flowers; i.e,, inbreeding depression was detected. Plants exhibited genetic variation for inbreeding depression, detected as a significant pollination treatment x maternal family interaction in a log- likelihood analysis. By the end of the seed-maturation period (7 mo after initial seed set) some families showed outbreeding depression, i.e., greater fitness in progeny derived from selfing than in progeny from outcrossing. The inbreeding depression in the False Bay population may be an important selective factor contributing to the maintenance of dichogamy and an outcrossing mating system, as proposed for aquatic plants."
"Zostera marina","Flowering plant","Clonal diversity assessment","To confirm","","Ruckelshaus, MH","1996","Estimation of genetic neighborhood parameters from pollen and seed dispersal in the marine angiosperm Zostera marina L..","Evolution","50: 856-864.","Empirical paper","","","","The relative importance of random genetic drift and local adaptation in causing population substructuring in plant species remains an important empirical question. Here I estimate the effective size of the genetic neighborhood, N-b, as a means of evaluating the likely role of genetic drift in creating genetic differentiation within a population of a marine plant, Zostera marina L. (eelgrass). Calculations of effective neighborhood size are based on field estimates of pollen and seed-dispersal distributions, an electrophoretic estimate of the mating system using open-pollinated progeny arrays, and determination of the effective density of reproductive individuals in the population. Neighborhood area calculated from the parent-offspring dispersal variances was equal to N-a = 524 m(2); variance in the seed-dispersal distribution contributes more than twice as much as variance in pollen dispersal to N-a. Including an outcrossing rate slightly different from random, estimated neighborhood size for Z. marina is N-b = 6255. This estimate is one of the largest reported for plants or animals and indicates that genetic drift in small neighborhoods is highly unlikely to cause genetic substructuring in the study population. High gene-flow levels provided by the marine environment appear to prevent genetic isolation by distance among eelgrass patches, but the importance of drift through founder events in this population characterized by high patch turnover cannot be discounted and is the subject of ongoing study."
"Zostera marina","Flowering plant","Clonal diversity assessment","Isozyme/Allozyme","","Ruckelshaus, MH","1998","Spatial scale of genetic structure and an indirect estimate of gene flow in eelgrass, Zostera marina.","Evolution","52: 330-343.","Empirical paper","","","","In this study, the first investigation of population structure in an aquatic angiosperm, I show that populations of a marine angiosperm (eelgrass, Zostera marina) are genetically differentiated at a number of spatial scales. I find also that there is no correspondence between geographic and genetic distances separating subpopulations, an increasingly common result in spatially stratified studies of genetic structure in marine invertebrates. F-statistics, calculated for two years from electrophoretic variation at five polymorphic allozyme loci, indicate significant genetic differentiation among sampling quadrats within each of two bays (theta = 0.064- 0.208), between tide zones within a bay (theta 0.025-0.157) and between bays (theta = 0.079). Spatial autocorrelation analysis was used to explore genetic differentiation at smaller spatial scales; estimated patch sizes (within which genetic individuals are randomly associated) indicated no appeciable genetic structure at scales less than 20 m x 20 m. Calculated values of F-statistics were a function of the spatial scale from which samples were drawn: increasing the size of the "subpopulation" included in calculation of fixation indices for the same "total" sample resulted in an increase in the magnitude of f (e.g., from 0.092 to 0.181) and a decrease in theta (e.g., from 0.186 to 0.025). On the basis of the best estimate of the spatial scale of subpopulations, the effective number of migrants per generation (N(e)m) ranges from 1.1 to 2.8. Genetic consequences of the disturbance regime in the eelgrass habitat sampled were extreme variation between years in the allele richness and proportion of heterozygotes in a sample and a positive relationship between the extinction probability of patches and the genetic variance among them. The changes in F- statistics as a function of sampling scale and the observation that theta among sampled quadrats was positively associated with the probability of extinction among quadrats indicated that indirect estimates of gene Bow (N(e)m) calculated from theta should be cautiously interpreted in populations that may not yet be in drift-migration equilibrium."
"Zostera marina","Flowering plant","Clonal diversity assessment +  Restoration","To confirm","North American","Williams, SL","2001","Reduced genetic diversity in eelgrass transplantations affects both population growth and individual fitness.","Ecological Applications","11: 1472-1488.","Empirical paper","","","","The transplantation of eelgrass (Zostera marina) for mitigation results in reduced genetic diversity among individuals and populations in southern California, the Chesapeake Bay, and New Hampshire. Although genetic variation determines the potential for eelgrass to adapt to the rapidly changing environment in its coastal and estuarine habitats, genetic considerations are not currently included in mitigation and restoration policy.  investigated where and how genetic diversity is lost during eelgrass transplantation. I then explored associations between genetic diversity and both vegetative propagation and sexual reproduction to evaluate the importance of genetic diversity for short-term population growth. Eelgrass beds used as donor populations vary in genetic diversity, and some have little or no detectable genetic diversity. Genetic diversity is reduced upon transplantation because donor plants are collected from small areas, leading to random sampling errors in selecting stock. This loss can be minimized by using information from regional surveys of genetic diversity and structure in potential donor populations and by revising donor stock collection. There were significant positive associations between genetic diversity and the sexual reproduction of eelgrass, with a similar trend for vegetative propagation. Individuals heterozygous for glucose- phosphate isomerase (GPI) developed flowering shoots more than did homozygotes. More seeds germinated from a genetically diverse, untransplanted population than from a transplanted population with low genetic diversity. A field transplantation of known multilocus genotypes revealed that leaf shoot density in high-diversity eelgrass increased almost twice as fast as in low-diversity eelgrass over 22 mo. In a mesocosm experiment under heat stress. eelgrass heterozygous for either GPI or malate dehydrogenase (MDH) produced almost twice as many leaf shoots as homozygotes. The difference between treatments in all experiments increased over time. Together, these results imply that there could be economic incentives to planting genetically diverse eelgrass, and that genetic diversity contributes to eelgrass population viability even over the short term."
"Zostera marina","Flowering plant","Clonal diversity assessment +  Restoration","To confirm","North American","Williams, SL, Davis, CA","1996","Population genetic analyses of transplanted eelgrass (Zostera marina) beds reveal reduced genetic diversity in southern California.","Restoration Ecology","4: 163-180.","Empirical paper","","","","Seagrass ecosystems fulfill ecologically and economically valuable functions in coastal marine environments. Unfortunately, seagrass beds are susceptible to natural and human disturbances, and their distribution is declining worldwide. Although intentional disturbance of seagrass beds must be mitigated pursuant to U.S. law, to date mitigation of seagrass beds has not prevented net loss of habitat. Transplantation of vegetative material from small areas of nearby beds is the primary method of seagrass mitigation. Restoration research on seagrasses has focused primarily on establishment of the plants and secondarily on the functional equivalency of the habitats. We questioned whether transplanted seagrass beds were comparable to ''natural'' beds in terms of genetic diversity and structure. We sampled Zostera marina L. (eelgrass) from 12 sites in the highly urbanized area of San Diego County and from pristine sites in Baja California. Using allozyme electrophoresis, we determined that genetic diversity (percentage of polymorphic loci, allele richness, expected and observed heterozygosities, and proportion of genetically unique individuals) was significantly reduced in transplanted eelgrass beds. Eelgrass from Baja California exhibited the highest genetic diversity. Based on Wright's F statistics, most of the genetic variation was distributed within rather than among sites (F-ST = 0.139), and the degree of genetic structure was only moderate at the greatest geographical scale (San Diego- Baja). Using a spatial statistical analysis (second-order analysis), we found virtually no evidence for nonrandom distribution of alleles or genotypes at scales of 3-50 m within beds. We discuss several hypotheses for reduced genetic diversity in transplanted eelgrass beds, including transplantation protocol, small size of transplantations, and reduced or failed sexual reproduction."
"Zostera marina","Flowering plant","Clonal diversity assessment +  Restoration","Isozyme/Allozyme","North American","Williams, SL, Orth, RJ","1998","Genetic diversity and structure of natural and transplanted eelgrass populations in the Chesapeake and Chincoteague bays.","Estuaries","21: 118-128.","Empirical paper","","","","The objective of this study was to gain baseline population data on the genetic diversity and differentiation of eelgrass (Zostera marina L.) populations in the Chesapeake and Chincoteague bays. Natural and transplanted eelgrass beds were compared using starch gel electrophoresis of allozymes. Transplanted eelgrass beds were not reduced in genetic diversity compared with natural beds. Inbreeding coefficients (F-IS) indicated that transplanted eelgrass beds had theoretically higher levels of outcrossing than natural beds, suggesting the significance of use of seeds as donor material and of seedling recruitment following transplantation diebacks. Natural populations exhibited very great genetic structure (F- ST = 0.335), but transplanted beds were genetically similar to the donor bed and each other. Genetic diversity was loir est in Chincoteague Bay, reflecting recent restoration history since the 1930s wasting disease and geographical isolation from other east coast populations. These data provide a basis for developing a management plan for conserving eelgrass genetic diversity in the Chesapeake Bay and for guiding estuary-wide restoration efforts. It will be important to recognize that the natural genetic diversity of eelgrass in the estuary is distributed among various populations and is not web represented by single populations."
"Zostera marina","Flowering plant","Clonal diversity assessment","Isozyme/Allozyme","","Laushman, RH","1993","Population genetics of hydrophilous angiosperms.","Aquatic Botany","44: 147-158.","Empirical paper","","","","Comparisons between genetic variation and life history and ecological characteristics have been produced for over 400 plant species since the advent of starch gel electrophoresis. Knowledge of how aquatic life histories relate to population genetic structure is lacking, however. Four hydrophilous species - Zostera marina L., Vallisneria americana Michx., Ceratophyllum demersum L., and Ceratophyllum echinatum Gray - have been studied using allozyme estimates of variation within and among populations. At the species level, the percent of polymorphic loci is equal to, or higher than, the average reported for all plant species. At the population level, however, hydrophilous taxa have lower percent of polymorphic loci, fewer alleles per locus, and lower levels of heterozygosity than non-hydrophiles. Except for Z. marina, hydrophilous species show much greater partitioning of variation among populations than non-hydrophiles, particularly when compared with anemophilous species. Explanations for these patterns include limited sexuality (Ceratophyllum), extensive clonal spread (all four species), and the greater isolation of freshwater populations (lakes as islands) relative to most terrestrial species and to coastal species such as Z. marina."
"Zostera marina","Flowering plant","Genetic diversity & landscape management","To confirm","","Hughes, AR and Stochowicz, JJ","2004","Genetic diversity enhances the resistance of a seagrass ecosystem to disturbance.","Proceedings of the Natural Academy of Sciences of the United States of America","101: 8998-9002.","Empirical paper","","","",""
"Zostera marina","Flowering plant","Breeding system +  Clonal diversity assessment","To confirm","European","Reusch, TBH","2003","Floral neighbourhoods in the sea: how floral density, opportunity for outcrossing and population fragmentation affect seed set in Zostera marina.","Journal of Ecology","91: 610-615.","Empirical paper","","","","1 Almost nothing is known about how the floral neighbourhood affects reproductive output in plants with subaqueous pollination (hydrophily), such as seagrasses, an ecologically important group of some 60 marine angiosperms. 2 I studied how floral density, genetic diversity and population fragmentation affect seed set in Zostera marina (eelgrass), a functionally hermaphrodite seagrass with extensive clonal propagation. 3 In a field experiment in the south-western Baltic Sea, I increased or decreased the density of flowering shoots in 6 x 6 m plots. Early seed set was a positive, saturation-type function of density suggesting pollen limitation below approximately 5 flowering shoots m(-2) . 4 Using molecular markers, I determined local genotypic diversity and outcrossing rates as indicators of outcrossing opportunities. I found only non-significant effects of these variables on early seed set, suggesting that density of the floral neighbourhood is more important than genetic composition. 5 Early seed set was 22% lower in isolated vegetation patches compared to continuous eelgrass meadow (> 50 m(2) ). 6 Given the spatial scale of the observed pollen limitation, and low natural densities of flowering shoots in the field, pollen limitation may be widespread in Z. marina and, possibly, other plant species with subaqueous pollination."
"Zostera marina","Flowering plant","Genetic diversity & landscape management","To confirm","","Randall Hughes, A and Stachowicz, JJ","2004","Genetic diversity enhances the resistance of a seagrass ecosystem to disturbance.","Proceedings of the Natural Academy of Sciences of the United States of America","101: 8998-9002.","Empirical paper","","","",""
"Zostera marina","Flowering plant","Genetic diversity assessment","Nuclear microsatellite","North American","Muniz-Salazar, R, Talbot, SL, Sage, GK, Ward, DH and Cabello-Pasini, A","2005","Population genetic structure of annual and perennial populations of Zostera marina L. along the Pacific coast of Baja California and the Gulf of California","Molecular Ecology","14: 711-722","Empirical paper","","","","The Baja California peninsula represents a biogeographical boundary contributing to regional differentiation among populations of marine animals. We investigated the genetic characteristics of perennial and annual populations of the marine angiosperm, Zostera marina, along the Pacific coast of Baja California and in the Gulf of California, respectively. Populations of Z. marina from five coastal lagoons along the Pacific coast and four sites in the Gulf of California were studied using nine microsatellite loci. Analyses of variance revealed significant interregional differentiation, but no subregional differentiation. Significant spatial differentiation, assessed using theta(ST) values, was observed among all populations within the two regions. Z. marina populations along the Pacific coast are separated by more than 220 km and had the greatest theta(ST) (0.13-0.28) values, suggesting restricted gene flow. In contrast, lower but still significant genetic differentiation was observed among populations within the Gulf of California (theta(ST) = 0.04-0.18), even though populations are separated by more than 250 km. This suggests higher levels of gene flow among Gulf of California populations relative to Pacific coast populations. Direction of gene flow was predominantly southward among Pacific coast populations, whereas no dominant polarity in the Gulf of California populations was observed. The test for isolation by distance (IBD) showed a significant correlation between genetic and geographical distances in Gulf of California populations, but not in Pacific coast populations, perhaps because of shifts in currents during El Nino Southern Oscillation (ENSO) events along the Pacific coast."
"Zostera marina","Flowering plant","Genetic diversity assessment","Nuclear microsatellite","North American","Muniz-Salazar, R, Talbot, SL, Sage, GK, Ward, DH, Cabello-Pasini, A","2006","Genetic structure of eelgrass Zostera marina meadows in an embayment with restricted water flow","Marine Ecology-Progress Series","309: 107-116","Empirical paper","","","","Genetic structure of the seagrass Zostera marina in a coastal lagoon with restricted water flow, and with heterogeneous water residence times and oceanographic characteristics, was assessed using 8 polymorphic microsatellite loci. Analyses of genetic differentiation (theta) and Bayesian clustering suggested that the Z. marina population in San Quintin Bay (SQB) is genetically substructured, with at least 4 genetically different groups; (1) West Head, (2) Mouth, (3) East Arm, and (4) East Head. The greatest theta value was observed between the most distant sites (theta = 0.095). The lowest values were found among sites closest to the mouth of the coastal lagoon (theta = 0.000 to 0.009). The maximum likelihood approach showed that the sites at the mouth have a mixed pattern of gene flow without a unidirectional pattern. In contrast, there was a clear pattern of asymmetrical gene flow from the mouth towards the West Head. These results suggested that the restriction of water flow at the heads, current pattern, and the distance between sites can reduce genetic flow and promote genetic differences within Z. marina meadows in small water embayments such as SQB. Though the population is genetically substructured and a 14% decline in cover has been detected, this study did not show evidence of a recent genetic bottleneck. In contrast, mouth sites have experienced a recent expansion in their population size, and also perhaps a recent influx of rare alleles from genetically distinct immigrants."
"Zostera marina","Flowering plant","Breeding system +  Clonal diversity assessment +  Genetic diversity assessment","Nuclear microsatellite","European","Billingham, MR Simoes, T Reusch, TBH Serrao, EA","2007","Genetic sub-structure and intermediate optimal outcrossing distance in the marine angiosperm Zostera marina","Marine Biology","152: 793-801","Empirical Paper","","","","The spatial distribution of genetic variability depends on the spatial patterns of clonal and sexual reproduction, gene flow, genetic drift and natural selection. Species with restricted dispersal may exhibit genetic structuring within populations with immediate neighbours being close relatives, and may show differentiation among populations. Genetic structuring of a species may have important genetic, evolutionary and ecological consequences including distance-dependent mating success. In this study we used microsatellite markers to show that clones of Zostera marina in a population in the Ria Formosa, Portugal, were aggregated and covered distances of up to 3-4 m. Clones within 4 m of each other exhibited significant and positive coancestry values, reflecting the limited seed dispersal of this species. Hand-pollinations between near (0-10.9 m), intermediate (11-32 m) and far (15 km) individuals resulted in similar levels of seed set, although the near pollinations had higher, although not statistically significant, levels of seed abortion during maturation. Seeds from intermediate-distance pollinations had a significantly higher proportion of seeds germinate and shorter germination time than both the near and far seeds. Similarly, the average number of seedlings produced per pollination, used as an overall estimate of fitness, was significantly greater for the intermediate distance when compared to both near and far pollinations. These results suggest that the genetic structuring observed may result in both inbreeding and outbreeding depression, which gives rise to an intermediate optimal outcrossing distance"
"Zostera marina","Flowering plant","Clonal diversity assessment +  Hybridisation","Nuclear microsatellite +  Nuclear sequences +  Organelle sequences","North American","Coyer, JA Miller, KA Engle, JM Veldsink, J Cabello-Pasini, A Stam, WT Olsen, JL","2008","Eelgrass meadows in the california channel islands and adjacent coast reveal a mosaic of two species, evidence for introgression and variable clonality","Annals of Botany","101: 73-87","Empirical Paper","","","","Background and Aims Seagrasses are important facilitator species in shallow, soft-bottom marine environments worldwide and, in many places, are threatened by coastal development and eutrophication. One narrow-leaved species (Zostera marina) and one wide-leaved species, variously designated as Z. marina, Z. pacifica or Z. asiatica, are found off the California Channel Islands and adjacent California-Mexico coast. The aim of the present study was to confirm species identification genetically and to link patterns of genetic diversity, connectivity and hybridization among and within the populations with historical sea levels (Ice Age) or the contemporary environment. Methods Samples (n = 11-100) were collected from 28 sites off five California Channel Islands and six sites off the adjacent coast of southern California and Baja California, Mexico. DNA polymorphisms of the rDNA-ITS (internal transcribed spacer) cistron (nuclear), the matK intron (chloroplast) and nine microsatellite loci (nuclear) were examined in a population genetic and phylogeographic context. Key Results All wide-leaved individuals were Z. pacifica, whereas narrow-leaved forms were Z. marina. Microsatellite genotypes were consistent with hybridization between the two species in three populations. The present distribution of Z. pacifica follows a glacial age land mass rather than present oceanographic regimes, but no link was observed between the present distribution of Z. marina and past or present environments. Island populations of Z. marina often were clonal and characterized by low genotypic diversity compared with populations along the Baja California coast. The high level of clonal connectivity around Santa Catalina Island indicated the importance of dispersal and subsequent re-establishment of vegetative fragments. Conclusions The pristine environmental conditions of offshore islands do not guarantee maximum genetic diversity. Future restoration and transplantation efforts of seagrasses must recognize cryptic species and consider the degree of both genetic and genotypic variation in candidate donor populations."
"Zostera marina","Flowering Plant","Clonal diversity assessment +  Genetic diversity assessment","Nuclear microsatellite","North American","Hughes, AR Stachowicz, JJ","2009","Ecological impacts of genotypic diversity in the clonal seagrass Zostera marina","Ecology","90: 1412-1419","Empirical paper","","","","Genetic diversity, like species diversity, can have important
 consequences for communities and ecosystems. However, little is known
 about whether the effects of genetic diversity demonstrated in
 experimental assemblages are of sufficient strength to generate
 patterns in natural systems. We conducted a survey of eelgrass (Zostera
 marina) to examine the correlation between eelgrass clonal diversity
 and two metrics of community structure across two seasons: shoot
 density (reflective of habitat quality) and biomass of epiphytic algae
 (as a measure of food resource availability). Eelgrass clonal diversity
 was not related to epiphyte biomass in either winter or summer.
 Interestingly, there was a positive relationship between eelgrass
 clonal diversity and shoot density only in the winter, when eelgrass
 experiences stress from abiotic and biotic factors. The magnitude of
 this correlation was similar to that of other factors known to affect
 shoot density such as tidal elevation or position in the bed. In
 contrast, summer shoot density and diversity were uncorrelated. This
 natural pattern is consistent with previous experimental results in
 which diversity positively affected shoot density only during periods
 of abiotic or biotic stress, suggesting that the effects of clonal
 diversity are sufficiently strong to influence shoot density in the
 field, despite the presence of potentially confounding environmental
 gradients."
"Zostera marina","Flowering Plant","Breeding system +  Genetic diversity assessment","Nuclear microsatellite","North American","Campanella JJ, Bologna PA, Smalley JV, Rosenzweig EB, Smith SM","2010","Population Structure of Zostera marina (Eelgrass) on the Western Atlantic Coast Is Characterized by Poor Connectivity and Inbreeding","Journal of Heredity","101: 61-70","Empirical paper","","","","Zostera marina (eelgrass) can be found in the North Atlantic on the coast of Europe and on the east and west coasts of North America. Over the last 30 years, this once robust species has been reduced to sparse patchy populations due to disease and anthropogenic effects. In order to better understand the consequences of this devastation on the population genetics of the species, we have analyzed the population structure of western Atlantic Z. marina, employing microsatellite DNA polymorphisms. Although high fixation index values suggest moderate genetic differentiation among most of the Z. marina sites, population diversity was low. This lack of diversity was supported by a general dearth of observable heterozygotes in these sites; mean observed heterozygosity values (0.14-0.46) were lower than the mean expected heterozygosity values (0.57-0.81). Additionally, the mean FIS (coefficient of local inbreeding) values in these sites were positive, again indicating a surfeit of homozygotes. Allelic richness suggests that Chesapeake Bay has the greatest internal genetic diversity of the sites studied. Inbreeding seems prevalent in these American populations, suggesting possible reproductive fitness problems in the future. There is evidence of demographic bottlenecking and particularly low genetic diversity in Long Island. Northern Maine had the highest effective population size, suggesting a possible use in future restoration projects."
"Zostera marina","Flowering Plant","Clonal diversity assessment +  Genetic diversity assessment +  Restoration","Nuclear microsatellite","North American","Campanella JJ, Bologna PAX, Smith SM, Rosenzweig EB, Smalley JV","2010","Zostera marina population genetics in Barnegat Bay, New Jersey, and implications for grass bed restoration","Population Ecology","52: 181-190","Empirical paper","","","","Within Barnegat Bay, New Jersey, Zostera marina populations have declined by 62% over the last 20 years, and restoration efforts have met with mixed success. We have completed a microsatellite-based genetic investigation of eight populations of Z. marina within Barnegat Bay to determine whether the genetic stock origins of the plants used in management projects may affect restoration success. Additionally, we assessed the genetic diversity of Z. marina in Barnegat Bay to better understand its population structure. Clonal diversity ranged from 0.70 to 0.95 for the populations studied. Individually, Barnegat Bay populations are not genetically diverse, and there is also little divergence among populations. The Atlantic populations had mean Hobs values (0.20-0.34) that were far lower than the Hexp values (0.69-0.83). Also, the F (IS) values in all of the eastern populations indicate a surfeit of homozygotes over heterozygotes, suggesting a low degree of outcrossing in the Barnegat Bay populations. Six of the ten populations studied (Ham Island, Manahawkin Bay, Shelter Island, Marsh Elder, Harvey Cedar Sedge, and Long Island) show evidence of historical bottlenecks. Mean estimated F (ST) values would suggest that most alleles are undergoing moderate genetic differentiation, with values that range from 0.06 to 0.13. Oyster Creek and Sedge Island demonstrate the largest estimated effective population sizes and may be the most appropriate populations for use in future eelgrass restoration projects."
"Zostera marina","Flowering Plant","Genetic diversity assessment","Nuclear microsatellite +  Nuclear SNPs","European","Oetjen K, Ferber S, Dankert I, Reusch TBH","2010","New evidence for habitat-specific selection in Wadden Sea Zostera marina populations revealed by genome scanning using SNP and microsatellite markers","Marine Biology","157: 81-89","Empirical paper","","","","Eelgrass Zostera marina is an ecosystem-engineering species of outstanding importance for coastal soft sediment habitats that lives in widely diverging habitats. Our first goal was to detect divergent selection and habitat adaptation at the molecular genetic level; hence, we compared three pairs of permanently submerged versus intertidal populations using genome scans, a genetic marker-based approach. Three different statistical approaches for outlier identification revealed divergent selection at 6 loci among 46 markers (6 SNPs, 29 EST microsatellites and 11 anonymous microsatellites). These outlier loci were repeatedly detected in parallel habitat comparisons, suggesting the influence of habitat-specific selection. A second goal was to test the consistency of the general genome scan approach by doubling the number of gene-linked microsatellites and adding single nucleotide polymorphism (SNP) loci, a novel marker type for seagrasses, compared to a previous study. Reassuringly, results with respect to selection were consistent among most marker loci. Functionally interesting marker loci were linked to genes involved in osmoregulation and water balance, suggesting different osmotic stress, and reproductive processes (seed maturation), pointing to different life history strategies. The identified outlier loci are valuable candidates for further investigation into the genetic basis of natural selection."
"Zostera marina","Flowering Plant","Genetic diversity assessment","Nuclear microsatellite","North American","Wyllie-Echeverria S, Talbot SL, Rearick JR","2010","Genetic Structure and Diversity of Zostera marina (Eelgrass) in the San Juan Archipelago, Washington, USA","Estuaries and Coasts ","33: 811-827","Empirical paper","","","","Using data from eight autosomal microsatellite loci, we investigated levels of within- and between-site variation in the seagrass Zostera marina L. (eelgrass) from eight locations in the San Juan Archipelago, located in the northwest corner of Washington, USA. Only 117 of the 365 samples collected were unique individuals, and there were large differences in the estimates of clonality among sites. Site-specific genotypic richness ranged from 0.082 to 0.688, and the distribution of ramets and genets varied widely within sites. No multilocus genotypes were shared between sites. We found significant differences in distribution of alleles and variance in allele frequencies among sites, suggesting substantial genetic population substructuring. We detected low levels of genetic diversity in two sites known to have undergone recent declines and a genetic signature of population expansion in a site known to be increasing. Thus, like elsewhere, we find that genetic studies add an important component to monitoring programs in this region."
"Zostera marina","Flowering Plant","Genecology","Next generation sequencing","European","Franssen SU, Gu J, Bergmann N, Winters G, Klostermeier UC, Rosenstiel P, Bornberg-Bauer E, Reusch TBH","2011","Transcriptomic resilience to global warming in the seagrass Zostera marina, a marine foundation species","Proceedings of the National Academy of Sciences of the United States of America","108: 19276-19281","Empirical paper","","","","Large-scale transcription profiling via direct cDNA sequencing provides important insights as to how foundation species cope with increasing climatic extremes predicted under global warming. Species distributed along a thermal cline, such as the ecologically important seagrass Zostera marina, provide an opportunity to assess temperature effects on gene expression as a function of their long-term adaptation to heat stress. We exposed a southern and northern European population of Zostera marina from contrasting thermal environments to a realistic heat wave in a common-stress garden. In a fully crossed experiment, eight cDNA libraries, each comprising similar to 125 000 reads, were obtained during and after a simulated heat wave, along with nonstressed control treatments. Although gene-expression patterns during stress were similar in both populations and were dominated by classical heat-shock proteins, transcription profiles diverged after the heat wave. Gene-expression patterns in southern genotypes returned to control values immediately, but genotypes from the northern site failed to recover and revealed the induction of genes involved in protein degradation, indicating failed metabolic compensation to high sea-surface temperature. We conclude that the return of gene-expression patterns during recovery provides critical information on thermal adaptation in aquatic habitats under climatic stress. As a unifying concept for ecological genomics, we propose transcriptomic resilience, analogous to ecological resilience, as an important measure to predict the tolerance of individuals and hence the fate of local populations in the face of global warming."
